type,director,cast,country,release_year,rating,duration,listed_in,duration_value,duration_type
movie,chris stokes,"amara la negra, erica hubbard, joely fisher, paris phillips, erica peeples, tami roman, alfred thomas ii, j-boog, hunter ives, dylan mooney",united states,2019,tv-14,80 min,comedies,80.0,min
movie,gregory hoblit,"denzel washington, john goodman, donald sutherland, embeth davidtz, james gandolfini, elias koteas, gabriel casseus, michael j. pagan, robert joy",united states,1998,r,124 min,thrillers,124.0,min
movie,"sedat kirtan, kubilay sarikaya","kubilay sarikaya, arnel taci, muhammed kirtan, violetta schurawlow, burak yiğit, giwar xatar hajabi, ridvan kirtan, ilhan erdinc, michael hanemann, sedat kirtan",germany,2017,tv-ma,99 min,"dramas, independent movies, international movies",99.0,min
movie,hardik mehta,unknown,india,2015,tv-14,29 min,"documentaries, international movies",29.0,min
movie,keith l. smith,"denyce lawton, hosea chanchez, michelle mitchenor, darius mccrary, shawne merriman, sticky fingaz, miguel a. núñez jr., masika kalysha, zac titus",united states,2019,tv-14,91 min,thrillers,91.0,min
movie,nagraj manjule,"somnath awghade, suraj pawar, chhaya kadam, kishore kadam, rajeshwari kharat, bhushan manjule, nagraj manjule, sohail shaikh, sanjay chaudhri, vikas pandurang patil",india,2014,nr,102 min,"dramas, independent movies, international movies",102.0,min
movie,shadi ali,"ahmed fathy, bayoumi fouad, sami maghouri, mohammed tharwat, mohamed salam, haya ibrahim, mohsen mansour",egypt,2017,tv-ma,94 min,"comedies, international movies",94.0,min
tv show,unknown,"arucha tosawat, nappon gomarachun, phakin khamwilaisak, ratchawin wongviriya, penpak sirikul, saksit tangtong",unknown,2016,tv-ma,1 Season,"crime tv shows, international tv shows, tv action & adventure",1.0,season
tv show,ian barber,"mark williams, sorcha cusack, nancy carroll, alex price, hugo speer, tom chambers, keith osborn",united kingdom,2017,tv-14,6 Seasons,"british tv shows, crime tv shows, tv dramas",6.0,season
movie,terry gilliam,"johnny depp, benicio del toro, tobey maguire, ellen barkin, gary busey, christina ricci, mark harmon, cameron diaz, katherine helmond, michael jeter, craig bierko, lyle lovett, flea, christopher meloni, harry dean stanton, tim thomerson",united states,1998,r,118 min,"comedies, cult movies, dramas",118.0,min
tv show,unknown,unknown,india,2015,tv-ma,1 Season,"international tv shows, tv horror, tv thrillers",1.0,season
movie,peter spirer,"quincy jones, common, russell simmons, fat joe, paul wall, quincy jones iii",united states,2017,tv-ma,70 min,documentaries,70.0,min
movie,norman jewison,"topol, norma crane, leonard frey, molly picon, paul mann, rosalind harris, michele marsh, neva small, paul michael glaser, ray lovelock",united states,1971,g,181 min,"classic movies, dramas, music & musicals",181.0,min
movie,biyi bandele,"dakore akande, ireti doyle, nse ikpe-etim, omoni oboli",nigeria,2015,nr,101 min,"dramas, international movies",101.0,min
movie,luke jurevicius,luke jurevicius,united kingdom,2008,tv-y7,29 min,"children & family movies, comedies",29.0,min
movie,ari levinson,chris pine,united states,2016,tv-pg,92 min,documentaries,92.0,min
tv show,unknown,"onur tuna, serhat tutumluer, mehmet özgür, naz elmas, kayra şenocak, kamil güler, ceyhun ergin, burcu çoban, umut kırcalı, sencer serta",turkey,2015,tv-14,2 Seasons,"crime tv shows, international tv shows, tv action & adventure",2.0,season
movie,tony zierra,leon vitali,united states,2017,tv-ma,94 min,documentaries,94.0,min
movie,angga dwimas sasongko,"chicco jerikho, rio dewanto, julie estelle, jajang c. noer, slamet rahardjo, otig pakis, arash buana, hazel raditya, dimas harya, westny dj",indonesia,2015,tv-pg,118 min,"dramas, international movies",118.0,min
movie,james wong,"devon sawa, ali larter, kerr smith, kristen cloke, seann william scott, tony todd, daniel roebuck, chad donella, roger guenveur smith, amanda detmer",united states,2000,r,98 min,"cult movies, horror movies, thrillers",98.0,min
movie,david r. ellis,"ali larter, a.j. cook, michael landes, terrence 't.c.' carson, jonathan cherry, keegan connor tracy, sarah carter, lynda boyd, david paetkau, justina machado","united states, canada",2003,r,90 min,"horror movies, thrillers",90.0,min
movie,james wong,"mary elizabeth winstead, ryan merriman, kris lemche, alexz johnson, sam easton, jesse moss, gina holden, texas battle, chelan simmons, crystal lowe, amanda crew","united states, germany",2006,r,93 min,horror movies,93.0,min
movie,gianfranco rosi,"samuele caruana, giuseppe fragapane","italy, france",2016,tv-14,114 min,"documentaries, international movies",114.0,min
movie,sabal singh shekawat,"rahul khanna, arjun mathur, shivani ghai, monica dogra, aadya bedi",india,2013,tv-ma,99 min,"dramas, independent movies, international movies",99.0,min
movie,arthur muhammad,"lamman rucker, lisa arrindell anderson, elise neal, kendrick cross",united states,2018,tv-14,96 min,"comedies, romantic movies",96.0,min
movie,steven c. miller,"hayden christensen, bruce willis, gethin anthony, megan leonard, tyler jon olson, shea buckner, william demeo, magi avila, ty shelton, christine dye","united kingdom, canada, united states",2017,r,102 min,action & adventure,102.0,min
movie,nirpal bhogal,"antonia thomas, luke norris, thea petrie, eileen davies, jonathan hyde",united kingdom,2016,tv-ma,90 min,"horror movies, international movies",90.0,min
movie,keith malloy,unknown,unknown,2017,tv-14,49 min,"documentaries, sports movies",49.0,min
movie,andrew renzi,harry dean stanton,united states,2015,nr,61 min,documentaries,61.0,min
tv show,unknown,louise roe,unknown,2015,tv-14,2 Seasons,"international tv shows, reality tv",2.0,season
movie,gerry blaksley,unknown,united arab emirates,2019,tv-14,60 min,"documentaries, international movies, sports movies",60.0,min
movie,cheh chang,"tien-chi cheng, tien hsiang lung, meng lo, michael chan wai-man, pei hsi chen, li wang, ke chu",hong kong,1982,r,104 min,"action & adventure, international movies",104.0,min
tv show,unknown,antonio sabato jr.,united states,2014,tv-g,3 Seasons,reality tv,3.0,season
movie,marc abraham,"greg kinnear, lauren graham, dermot mulroney, alan alda, bill smitrovich, mitch pileggi, daniel roebuck, tim kelleher, aaron abrams, chuck shamata, andrew gillies","canada, united states",2008,pg-13,119 min,dramas,119.0,min
movie,khaled marei,"ahmed helmy, donia samir ghanim, sabrine, bayyumi fuad, jamila adel awad, bea, yasser el tobgy, enaam salousa",egypt,2016,tv-14,102 min,"comedies, international movies",102.0,min
movie,gregory caruso,"braeden lemasters, isaac jay, uriah shelton, dylan riley snyder, coco jones, shane harper, nadji jeter, connor paolo, gatlin green, reg e. cathey",united states,2018,tv-ma,83 min,"dramas, independent movies, music & musicals",83.0,min
tv show,unknown,"choi da-in, yang se-na, gim chae-eun, esther, um sang-hyun, shin yong-woo",south korea,2016,tv-y7,1 Season,"kids' tv, korean tv shows",1.0,season
movie,"kang cheng, shan hua","feng ku, chung wang, szu shih, lung ti, lo lieh, szu-chia chen",hong kong,1978,tv-ma,88 min,"action & adventure, international movies",88.0,min
movie,asri bendacha,asri bendacha,"united arab emirates, united states, united kingdom",2017,tv-ma,86 min,"documentaries, international movies",86.0,min
tv show,unknown,"michael mosley, james wong",unknown,2017,tv-pg,1 Season,"docuseries, science & nature tv",1.0,season
tv show,unknown,"yenn teoh, leslie chai, elvis chin, candy ice, jacky kam, jordan voon, alvin wong",united states,2011,tv-14,1 Season,"international tv shows, tv dramas",1.0,season
movie,juan manuel cotelo,unknown,spain,2015,pg,90 min,"documentaries, faith & spirituality, international movies",90.0,min
movie,tyler perry,"kimberly elise, janet jackson, loretta devine, thandie newton, anika noni rose, kerry washington, tessa thompson, phylicia rashad, whoopi goldberg, omari hardwick, macy gray, michael ealy, richard lawson, hill harper, khalil kain",united states,2010,r,134 min,dramas,134.0,min
movie,"mark helenowski, kevin pang",unknown,united states,2015,tv-pg,92 min,documentaries,92.0,min
movie,dean wright,"rubén blades, bruce greenwood, bruce mcgill, peter o'toole, andy garcia, nestor carbonell, eduardo verástegui, catalina sandino moreno, eva longoria, santiago cabrera, adrian alonso, oscar isaac, mauricio kuri",mexico,2012,r,145 min,"dramas, international movies",145.0,min
movie,mark murphy,"robert kazinsky, samantha barks, ed speleers, tony way, rachel hurd-wood, ivan kaye, anna chancellor, david hargreaves, tanya reynolds",united kingdom,2019,tv-ma,95 min,comedies,95.0,min
movie,richard miron,kathy murphy,united states,2018,tv-ma,93 min,documentaries,93.0,min
movie,joe camp,"patsy garrett, cynthia smith, allen fiuzat, ed nelson, art vasil, peter bowles, bridget armstrong, mihalis lambrinos, dean goss, tony alatis",united states,1977,g,84 min,children & family movies,84.0,min
tv show,unknown,brodie smith,united states,2017,tv-14,1 Season,reality tv,1.0,season
movie,"jon carey, adam darke","justin fashanu, john fashanu",united kingdom,2017,tv-14,81 min,"documentaries, international movies, lgbtq movies",81.0,min
movie,fred m. wilcox,"leslie nielsen, walter pidgeon, anne francis, jack kelly, warren stevens, james drury, earl holliman",united states,1956,g,98 min,"action & adventure, classic movies, sci-fi & fantasy",98.0,min
tv show,unknown,unknown,united kingdom,2016,tv-pg,1 Season,"british tv shows, docuseries, science & nature tv",1.0,season
movie,luis ara,unknown,brazil,2018,tv-ma,74 min,"documentaries, international movies, sports movies",74.0,min
movie,maya zinshtein,unknown,"united kingdom, israel, russia",2016,tv-ma,87 min,"documentaries, international movies, sports movies",87.0,min
tv show,unknown,unknown,united kingdom,2011,tv-ma,1 Season,"international tv shows, tv dramas",1.0,season
movie,lee fulkerson,unknown,united states,2011,pg,96 min,documentaries,96.0,min
movie,seth gordon,"vince vaughn, reese witherspoon, robert duvall, sissy spacek, jon voight, jon favreau, mary steenburgen, dwight yoakam, tim mcgraw, kristin chenoweth","germany, united states",2008,pg-13,88 min,"comedies, romantic movies",88.0,min
tv show,unknown,"jorge perugorría, carlos enrique almirante, mario guerra, luis alberto garcía, juana acosta, laura ramos","spain, cuba",2016,tv-ma,1 Season,"crime tv shows, international tv shows, spanish-language tv shows",1.0,season
movie,mike newell,"hugh grant, andie macdowell, james fleet, simon callow, john hannah, kristin scott thomas, david bower, charlotte coleman, david haig, rowan atkinson, sophie thompson, anna chancellor, corin redgrave",united kingdom,1994,r,118 min,"classic movies, comedies, international movies",118.0,min
movie,gregory hoblit,"anthony hopkins, ryan gosling, david strathairn, rosamund pike, embeth davidtz, billy burke, cliff curtis, fiona shaw, bob gunton, josh stamberg","united states, germany",2007,r,113 min,"dramas, thrillers",113.0,min
movie,noah baumbach,"greta gerwig, mickey sumner, charlotte d'amboise, adam driver, hannah dunne, michael esper, grace gummer, patrick heusinger, josh hamilton, cindy katz, maya kazan, justine lupe, britta phillips, juliet rylance, dean wareham, michael zegen","united states, brazil",2012,r,86 min,"comedies, dramas, independent movies",86.0,min
tv show,unknown,"kelsey grammer, jane leeves, david hyde pierce, peri gilpin, john mahoney, dan butler",united states,2003,tv-pg,11 Seasons,"classic & cult tv, tv comedies",11.0,season
movie,trudie styler,"alex lawther, abigail breslin, annasophia robb, ian nelson, celia weston, laverne cox, bette midler, willa fitzgerald, larry pine, john mcenroe, mickey sumner, daniel bellomy, wally dunn, marceline hugot",united states,2018,tv-ma,91 min,"comedies, dramas, independent movies",91.0,min
movie,david dobkin,"vince vaughn, paul giamatti, john michael higgins, miranda richardson, rachel weisz, kathy bates, trevor peacock, ludacris, elizabeth banks",united states,2007,pg,115 min,"children & family movies, comedies",115.0,min
movie,simon wincer,"jason james richter, lori petty, jayne atkinson, august schellenberg, michael madsen, michael ironside, richard riehle, mykelti williamson, michael bacall, danielle harris","united states, france, mexico",1993,pg,112 min,"children & family movies, dramas",112.0,min
movie,marc levin,freeway rick ross,"united states, nicaragua",2015,r,103 min,documentaries,103.0,min
movie,sameh abdulaziz,"bayyumi fuad, chico, hesham maged, ahmed fathy, nesreen ameen, dareen haddad, bushra, samy maghawry",egypt,2016,tv-ma,116 min,"comedies, international movies",116.0,min
movie,"wade allain-marcus, jesse allain-marcus","wade allain-marcus, arjun gupta, melina lizette, elsa biedermann, katie blake, santana dempsey",united states,2015,tv-ma,72 min,"dramas, independent movies",72.0,min
movie,jude okwudiafor johnson,"diallo thompson, natalia dominguez, benjamin a. onyango, gregory alan williams, desalene jones, wynton odd, ed gonzalez moreno, natasha dee davis, cameron schaefer, joshua flores-q",united states,2019,tv-pg,104 min,"dramas, faith & spirituality",104.0,min
tv show,unknown,unknown,united states,2017,tv-pg,4 Seasons,"docuseries, reality tv",4.0,season
movie,marcus nispel,"jared padalecki, danielle panabaker, amanda righetti, travis van winkle, aaron yoo, derek mears, jonathan sadowski, julianna guill, ben feldman, arlen escarpeta, ryan hansen",united states,2009,r,97 min,horror movies,97.0,min
movie,simon verhoeven,"alycia debnam-carey, william moseley, connor paolo, brit morgan, brooke markham, sean marquette, liesl ahlers, shashawnee hall, susan danford",germany,2016,r,92 min,"horror movies, international movies",92.0,min
tv show,unknown,"jennifer aniston, courteney cox, lisa kudrow, matt leblanc, matthew perry, david schwimmer",united states,2003,tv-14,10 Seasons,"classic & cult tv, tv comedies",10.0,season
movie,mahmoud karim,"ahmed eid, saki tsukamoto, nada moussa, mohammed tharwat",egypt,2017,tv-14,93 min,"children & family movies, comedies, dramas",93.0,min
movie,pierre morel,"john travolta, jonathan rhys meyers, kasia smutniak, richard durden, bing yin, amber rose revah, eric godon, françois bredon, chems dahmani, sami darr, didier constant","france, united kingdom, united states",2010,r,93 min,"action & adventure, international movies",93.0,min
movie,heber cannon,rich froning,united states,2016,pg,99 min,"documentaries, international movies, sports movies",99.0,min
tv show,alastair fothergill,david attenborough,"united kingdom, united states, spain, germany, greece, canada",2011,tv-pg,1 Season,"british tv shows, docuseries, international tv shows",1.0,season
