type,director,cast,country,release_year,rating,duration,listed_in
TV Show,,"Livia Brito, Juan Eduardo Colucho, Arap Bethke, María Fernanda Yépes, Alejandro Nones, María De La Fuente, Verónica Montes, Natasha Domínguez, María Fernanda García, Mauricio Aspe, Stephanie Salas, Tommy Vasquez, Macarena Achaga",Mexico,2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
TV Show,,"Milia Nader, Francisco Avendaño, Diego Lara, Sandra Itzel, Marisol del Olmo, Aleyda Gallardo, Gerardo Murguía, Roxana Saucedo, Emmanuel Orenday, Maru Dueñas",Mexico,2010,TV-PG,1 Season,"Classic & Cult TV, Crime TV Shows, International TV Shows"
TV Show,Alejandro Lozano,"Ana Serradilla, Julián Román, Ramiro Meneses, Juan Pablo Gamboa, Eileen Moreno, Luis Alfredo Velasco, Margarita Reyes, Alexander Gil, Luis Roberto Guzmán, Raúl Méndez","Colombia, Mexico, United States",2016,TV-14,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
Movie,Syed Ahmad Afzal,"Randeep Hooda, Piaa Bajpai, Jaihind Kumar, Akshay Oberoi, Rajneesh Duggal, Ashutosh Kaushik, Meenakshi Dixit, Shreya Narayan, Rajendra Sethi",India,2016,TV-14,143 min,"Dramas, International Movies, Thrillers"
Movie,Sopon Sukdapisit,"Saharat Sangkapreecha, Pok Piyatida Woramusik, Sutatta Udomsilp, Athipich Chutiwatkajornchai, Deuntem Salitul, Sahajak Boonthanakit",Thailand,2011,TV-MA,112 min,"Horror Movies, International Movies"
Movie,Chris Nahon,"Amy Johnston, Muriel Hofmann, Jenny Wu, Kathy Wu, Jet Tranter, Mayling Ng",Hong Kong,2016,R,101 min,Action & Adventure
Movie,M. Night Shyamalan,"Paul Giamatti, Bryce Dallas Howard, Jeffrey Wright, Bob Balaban, Sarita Choudhury, Cindy Cheung, M. Night Shyamalan, Freddy Rodríguez, Bill Irwin, Mary Beth Hurt",United States,2006,PG-13,110 min,"Sci-Fi & Fantasy, Thrillers"
Movie,,"Allie Gallerani, Beverly D'Angelo, Olivia Luccardi, Stephanie Simbari, Nick Clark, Brian Wiles",United States,2018,NC-17,83 min,"Comedies, Independent Movies"
TV Show,,"Natalia Reyes, Michelle Orozco, Majida Issa, Ernesto Benjumea, Viña Machado, Carlos Mariño, Alberto Cardeño, Fabio Restrepo, Juan Pablo Barragán, Maria Jose Vargas",Colombia,2015,TV-14,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas"
Movie,Mahesh Manjrekar,"Sachin Khedekar, Seema Biswas, Ankush Chaudhari, Satish Kaushik, Siddarth Jadhav, Shashank Shende, Sameer Dharmadhikari, Karan Patel, Veena Jamkar, Kashmira Shah",India,2010,TV-MA,145 min,"Dramas, International Movies"
TV Show,,"Becci Gemmell, Susan Cookson, Mark Benton, Mykola Allen, Sophie Ward, Jo Woodcock, Seline Hizli, Liam Boyle, Danny Webb, Nicholas Shaw, Carolyn Pickles, David Schofield, Summer Strallen, Christine Bottomley",United Kingdom,2011,TV-14,3 Seasons,"British TV Shows, International TV Shows, TV Dramas"
Movie,R. Ellis Frazier,"Dolph Lundgren, Corbin Bernsen, Louis Mandylor, Isaac C. Singleton Jr., Jocelyn Osorio, Eddie J. Fernandez, David Fernandez Jr., Mauricio Mendoza, Steven Dell, Luis Gatica","United States, Mexico",2017,TV-14,87 min,Action & Adventure
TV Show,,"Kye-sang Yoon, Beom-su Lee, Ye-ji Seo, Won-sang Park, Ye-jin Park, Hyung-jin Gong, Jong-jun Jeong, Se-ha Ahn, Jae-yee Goo, Yong-woo Lee",South Korea,2015,TV-14,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows"
Movie,Jaki Bradley,"Ramón O. Torres, Sheldon Best, Myles Clohessy, Larry Owens, Gabriel Sloyer",United States,2019,TV-MA,86 min,"Dramas, Independent Movies, LGBTQ Movies"
Movie,Kazuaki Kiriya,"Clive Owen, Morgan Freeman, Cliff Curtis, Aksel Hennie, Peyman Moaadi, Ayelet Zurer, Shohreh Aghdashloo, Tsuyoshi Ihara, Ahn Sung-kee","United Kingdom, South Korea",2015,R,115 min,Action & Adventure
Movie,Massy Tadjedin,"Keira Knightley, Sam Worthington, Guillaume Canet, Eva Mendes, Griffin Dunne, Anson Mount, Stephanie Romanov, Scott Adsit, Daniel Eric Gold","United States, France",2010,R,93 min,"Dramas, Independent Movies, Romantic Movies"
Movie,"Damien Piscarel, Florent Bodin",Karim Benzema,France,2017,TV-14,121 min,"Documentaries, International Movies, Sports Movies"
Movie,Emmanuel Amara,,France,2014,TV-PG,54 min,"Documentaries, International Movies"
Movie,Anand Tucker,"Amy Adams, Matthew Goode, Adam Scott, John Lithgow, Noel O'Donovan, Tony Rohr, Pat Laffan, Alan Devlin, Ian McElhinney, Dominique McElligott","United States, Ireland",2010,PG,100 min,"Comedies, Romantic Movies"
Movie,Roy Allen Smith,"Joey Camen, Marie Danielle, Mark Cacciatore, Dave Fennoy, Debi Derryberry",United States,2003,TV-Y,37 min,Children & Family Movies
Movie,Ron Myrick,"Jeannie Elias, Kat Feller, Sandy Fox, Cindy Robinson, Richard Rosenblatt",United States,2011,TV-Y,33 min,Movies
Movie,Ron Myrick,"Jeannie Elias, Kat Feller, Sandy Fox, Cindy Robinson, Richard Rosenblatt",United States,2011,TV-Y,35 min,Movies
Movie,Ron Myrick,"Julie Maddalena, Cindy Robinson",,2011,TV-Y,32 min,Children & Family Movies
TV Show,,Saskia Portway,United Kingdom,2018,TV-Y,1 Season,"British TV Shows, Kids' TV"
Movie,B.N. Shajeer Sha,"Parvathy Ratheesh, Biju Sopanam, Sethulekshmi Amma, Molly Angamaly",India,2017,TV-MA,147 min,"Comedies, Horror Movies, International Movies"
Movie,Vic Armstrong,"Nicolas Cage, Chad Michael Murray, Cassi Thomson, Nicky Whelan, Jordin Sparks, Lea Thompson, Gary Grubbs, Quinton Aaron","United States, Canada",2014,PG-13,110 min,"Action & Adventure, Faith & Spirituality, Sci-Fi & Fantasy"
Movie,Zack Snyder,"Helen Mirren, Geoffrey Rush, Jim Sturgess, Hugo Weaving, Emily Barclay, Abbie Cornish, Ryan Kwanten, Anthony LaPaglia, Miriam Margolyes, Sam Neill","United States, Australia",2010,PG,97 min,Children & Family Movies
Movie,Yang Lei,"Darren Wang, Zhang Tianai, Sheng Guansen, Simon Yam, Wang Xun, Zhao Jian, Xing Yu, Hu Bing, He Sui, Luxia Jiang",China,2017,TV-MA,108 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy"
Movie,Chia-Liang Liu,"Gordon Liu, Chia Yung Liu, Hou Hsiao, Chia-Liang Liu, Tiet Wo Chu, Sheng Fu, Kara Hui",Hong Kong,1982,TV-14,101 min,"Action & Adventure, Cult Movies, International Movies"
TV Show,,"Eugen Sandow, Apollon",United States,2017,TV-PG,1 Season,Docuseries
Movie,Scott Stewart,"Paul Bettany, Lucas Black, Tyrese Gibson, Adrianne Palicki, Charles S. Dutton, Jon Tenney, Kevin Durand, Willa Holland, Kate Walsh, Dennis Quaid, Jeanette Miller, Cameron Harlow, Doug Jones, Josh Stamberg, Yancey Arias",United States,2010,R,100 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy"
TV Show,,"Elisa Schnebelie, Raquel Christiana, Lucia Vecchio, Karen Strassman, Michelle Ruff, Sam Riegel",,2017,TV-G,3 Seasons,Kids' TV
TV Show,"Andrew Tan, Stephen Murray","Jasmine St. Clair, Allegra Clark, Rosamund Marks, Faye Mata, Kira Buckland, David Roach, Bradley Venable",Denmark,2018,TV-Y,1 Season,Kids' TV
Movie,"Anders Falck, Stinus Morell Vithner",Bjarke Ingels,,2018,TV-G,48 min,"Documentaries, International Movies"
Movie,,,"Denmark, China",2016,TV-Y7-FV,44 min,"Action & Adventure, Children & Family Movies"
TV Show,,"Agniya Kuznetsova, Alexandra Ursulyak, Dmitriy Nazarov, Diomid Vinogradov, Elena Shulman, Kseniya Kutepova",,2017,TV-Y,1 Season,Kids' TV
Movie,Mario Cambi,"Daniel Amerman, John Cygan, Matthew Mercer, Amanda Allan, Porter Hansen, Debi Derryberry, Mari Devon, Eileen Galindo, Cole Sand","United States, Italy",2013,TV-Y7-FV,78 min,"Children & Family Movies, Comedies"
Movie,"Pascal Blanchard, Sonia Dauger, David Dietz",,France,2016,TV-MA,103 min,"Documentaries, International Movies, Sports Movies"
Movie,John Huston,Walter Huston,United States,1946,TV-PG,58 min,"Classic Movies, Documentaries"
TV Show,Onur Ünlü,"Ali Atay, Melis Birkan, Serkan Keskin, Ahmet Mümtaz Taylan, Cengiz Bozkurt, Osman Sonant, Köksal Engür, Ege Tanman, İştar Gökseven",Turkey,2014,TV-MA,3 Seasons,"International TV Shows, Romantic TV Shows, TV Comedies"
Movie,Jenna Laurenzo,"Jenna Laurenzo, Deirdre O'Connell, Brandon Michael Hall, Kevin Pollak, Elaine Hendrix, Steve Guttenberg, Cloris Leachman, Bruce Dern",United States,2018,TV-14,90 min,"Comedies, LGBTQ Movies"
TV Show,,,Canada,2014,TV-PG,1 Season,Reality TV
Movie,Jeff Baena,"Aubrey Plaza, Dane DeHaan, John C. Reilly, Molly Shannon, Cheryl Hines, Paul Reiser, Matthew Gray Gubler, Anna Kendrick, Paul Weitz",United States,2014,R,89 min,"Comedies, Horror Movies, Independent Movies"
Movie,Ron Davis,,United States,2018,TV-PG,83 min,"Documentaries, LGBTQ Movies"
TV Show,,David Attenborough,United States,2009,TV-G,1 Season,"British TV Shows, Docuseries, Science & Nature TV"
TV Show,,David Attenborough,United Kingdom,2014,TV-14,1 Season,"British TV Shows, Docuseries, Science & Nature TV"
Movie,Justin McConnell,"Lora Burke, Jack Foley, Bill Oberst Jr., Elitsa Bako, Sam James White, Rachel Vanduzer, Steve Kasan",Canada,2018,TV-MA,84 min,"Horror Movies, Independent Movies, Thrillers"
Movie,Johnnie To,"Lau Ching Wan, Alex Fong, Carman Lee, Ruby Wong, Raymond Wong Ho-Yin, Damian Lau, Lam Suet, Kenneth Chan",Hong Kong,1997,TV-14,104 min,"Action & Adventure, International Movies"
Movie,Kevin Peeples,"Micah Lynn Hanson, Alan Powell, Elizabeth Becka, Garry Nation, Joseph Callender, Anisa Nyell Johnson, Aowyn Grace Peoples, John Jackson Hunter, Alex Kendrick",United States,2018,TV-PG,99 min,"Dramas, Faith & Spirituality"
Movie,Alfonso Arau,"Marco Leonardi, Lumi Cavazos, Regina Torné, Mario Iván Martínez, Ada Carrasco, Yareli Arizmendi, Claudette Maillé, Pilar Aranda",Mexico,1992,R,105 min,"Classic Movies, Dramas, International Movies"
Movie,Charles Stone III,"Viola Davis, Jennifer Lopez, Andre Royo, Shea Whigham, Aml Ameen, Chris Chalk, Will Brittain, Michole Briana White, Julius Tennon, Gino Vento, Yolonda Ross",United States,2015,R,94 min,"Dramas, Thrillers"
TV Show,,"Brian Limond, Debbie Welsh, Tom Brogan, Raymond Mearns, Kirstin McLean",United Kingdom,2012,TV-MA,2 Seasons,"British TV Shows, TV Comedies"
Movie,Steven Spielberg,"Daniel Day-Lewis, Sally Field, David Strathairn, Joseph Gordon-Levitt, James Spader, Hal Holbrook, Tommy Lee Jones, Jackie Earle Haley, John Hawkes, Jared Harris, Joseph Cross, Tim Blake Nelson, David Oyelowo, Bruce McGill","United States, India",2012,PG-13,150 min,Dramas
Movie,Karim El Sobky,"Mohamed Ramadan, Hassan Hosny, Horeya Farghaly, Sayed Rajab, Aida Reyad, Omar Mustafa Metwally, Riham Ayman, Mohsen Mansour, Afaf Rashad, Maher Essam, Sabry Fawwaz, Hamdy Heykal, Sabry Abdel Moniem",Egypt,2013,TV-14,111 min,"Action & Adventure, International Movies"
Movie,Ellen Weissbrod,"Quincy Jones, Miles Davis, Ray Charles, Sheila E., Ella Fitzgerald, Flavor Flav, Aretha Franklin, Dizzy Gillespie, Lesley Gore, Herbie Hancock, Ice-T, Jesse Jackson, Michael Jackson, Frank Sinatra, Oprah Winfrey",,1990,TV-14,116 min,"Documentaries, Music & Musicals"
Movie,Hua Shan,"Leslie Cheung, Jing-Jing Yung, Chen Kuan-tai, Leanne Liu, Tanny Tien Ni",Hong Kong,1983,TV-14,92 min,"Action & Adventure, International Movies, Romantic Movies"
TV Show,,"Flynn Curry, Olivia Deeble, Madison Lu, Oisín O'Leary, Faith Seci, Joshua Sitch, Heidi Arena",Australia,2015,,1 Season,"Kids' TV, TV Comedies"
Movie,Tim Bartley,"Flynn Curry, Olivia Deeble, Madison Lu, Oisín O'Leary, Faith Seci, Joshua Sitch, Heidi Arena, Wayne Hope",Australia,2016,TV-Y7,23 min,"Children & Family Movies, Comedies"
Movie,Robyn Butler,"Flynn Curry, Olivia Deeble, Madison Lu, Oisín O'Leary, Faith Seci, Joshua Sitch, Heidi Arena, Wayne Hope",Australia,2016,TV-Y7,25 min,"Children & Family Movies, Comedies"
Movie,Ira Sachs,"Greg Kinnear, Jennifer Ehle, Paulina García, Alfred Molina, Michael Barbieri, Theo Taplitz, Talia Balsam, Maliq Johnson, Anthony A. Flamminio, Madison Wright, John Procaccino","United States, Greece, Brazil",2016,PG,85 min,"Dramas, Independent Movies"
Movie,Steve Brill,"Adam Sandler, Patricia Arquette, Harvey Keitel, Rhys Ifans, Allen Covert, Tommy 'Tiny' Lister, Kevin Nealon, Jon Lovitz, Michael McKean, Quentin Tarantino",United States,2000,PG-13,90 min,Comedies
Movie,Prakash Satam,,,2018,TV-Y7-FV,68 min,"Children & Family Movies, Comedies"
Movie,,"Anamaya Verma, Ganesh Divekar, Jigna Bharadhwaj, Jitendra Dasadiva, Manoj Pandey, Manish Bhuvan, Meena Nahta, Neshma Chemburkar, Saumya Daan, Sonal Kaushal",,2019,TV-Y7,67 min,"Children & Family Movies, Comedies"
Movie,Prakash Satam,,,2019,TV-Y7,66 min,"Children & Family Movies, Comedies"
Movie,Zach Clark,"Addison Timlin, Ally Sheedy, Keith Poulson, Peter Hedges, Barbara Crampton, Kristin Slaysman, Molly Plunk",United States,2016,NR,91 min,"Comedies, Dramas, Independent Movies"
TV Show,,"Dove Cameron, Joey Bragg, Tenzing Norgay Trainor, Kali Rocha, Benjamin King",United States,2017,TV-G,4 Seasons,"Kids' TV, TV Comedies"
Movie,Nick Gomez,"Christina Ricci, Clea DuVall, Gregg Henry, Stephen McHattie, Shawn Doyle, Sara Botsford, Hannah Emily Anderson, Andrea Runge, Billy Campbell, Jennifer Kydd, Kirstin Howell, John Maclaren",United States,2014,TV-14,87 min,Thrillers
Movie,Werner Herzog,Werner Herzog,United States,2016,PG-13,98 min,Documentaries
TV Show,,,Spain,2017,TV-14,1 Season,"Crime TV Shows, Docuseries, International TV Shows"
TV Show,,"Angelique Boyer, Sebastián Rulli, Luis Roberto Guzmán, Osvaldo Benavides, Daniela Castro, Ana Bertha Espín, Gabriela Rivero, Alejandro Ávila, Alejandra García, Carlos de la Mota, Sergio Sendel, Ferdinando Valencia, Grettell Valdez, Verónica Jaspeado, Margarita Magaña, Alexis Ayala, Alejandra Procuna, Juan Carlos Barreto",Mexico,2013,TV-14,1 Season,"Crime TV Shows, International TV Shows, Romantic TV Shows"
Movie,Guy Ritchie,"Jason Flemyng, Dexter Fletcher, Nick Moran, Jason Statham, Steven Mackintosh, Nicholas Rowe, Nick Marcq, Charles Forbes, Vinnie Jones, Lenny McLean",United Kingdom,1998,R,108 min,"Action & Adventure, Comedies, Independent Movies"
Movie,Steven Knight,"Tom Hardy, Olivia Colman, Ruth Wilson, Andrew Scott, Ben Daniels, Tom Holland, Bill Milner, Danny Webb, Alice Lowe, Silas Carson","United Kingdom, United States",2013,R,85 min,"Dramas, Independent Movies"
Movie,"James Mather, Steve Saint Leger","Guy Pearce, Maggie Grace, Joseph Gilgun, Vincent Regan, Lennie James, Peter Stormare, Jacky Ido, Tim Plester, Mark Tankersley, Anne-Solenne Hatte","France, United States",2012,PG-13,95 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy"
Movie,"Fernando Sariñana, José Luis Gutiérrez","Evan Deverian, Melany Bennet, Jordan T. Wilson, Adan Martín Rocha",Mexico,2017,TV-MA,103 min,"Dramas, Independent Movies, International Movies"
Movie,Michael Anderson,"Michael York, Richard Jordan, Farrah Fawcett, Jenny Agutter, Peter Ustinov, Roscoe Lee Browne, Randolph Roberts, Gary Morgan, Greg Lewis",United States,1976,PG,118 min,"Action & Adventure, Classic Movies, Cult Movies"
TV Show,,"Kazumi Evans, Kelly Sheridan, Vincent Tong, Ashleigh Ball, Tabitha St. Germain, Mackenzie Gray, Matt Ellis, James Kirk, Chiara Zanni","South Korea, France",2016,TV-Y,2 Seasons,Kids' TV
Movie,Stanley Kubrick,"James Mason, Shelley Winters, Peter Sellers, Sue Lyon, Gary Cockrell, Jerry Stovin, Diana Decker, Lois Maxwell, Cec Linder","United Kingdom, United States",1962,R,153 min,"Classic Movies, Dramas, Romantic Movies"
TV Show,Jakob Verbruggen,"Ben Whishaw, Jim Broadbent, Edward Holcroft, Samantha Spiro, Charlotte Rampling, Lorraine Ashbourne, David Hayman, Clarke Peters, Adrian Lester, Harriet Walter",United Kingdom,2015,TV-MA,1 Season,"British TV Shows, Crime TV Shows, International TV Shows"
Movie,"Jennifer Baichwal, Nicholas de Pencier","Gord Downie, Paul Langlois, Gord Sinclair, Rob Baker, Johnny Fay, Justin Trudeau",Canada,2017,TV-14,96 min,"Documentaries, International Movies, Music & Musicals"
Movie,Sze Yu Lau,"Stephen Chow, Bill Tung, Stanley Sui-Fan Fung, Vivian Chan, Indra Leech, Amy Yip",Hong Kong,1990,TV-14,88 min,"Action & Adventure, Comedies, International Movies"
Movie,David Wnendt,"Oliver Masucci, Fabian Busch, Christoph Maria Herbst, Katja Riemann, Franziska Wulf, Lars Rudolph, Michael Kessler, Thomas Thieme",Germany,2015,NR,116 min,"Comedies, International Movies"
Movie,Parambrata Chatterjee,"Prasenjit Chatterjee, Payel Sarkar, Indrasish Roy, Kanchan Mullick, Kharaj Mukherjee, Gargi Roychowdhury, Deepankar De, Biswajit Chakraborty, Bharat Kaul, Rajat Ganguly",India,2015,TV-14,155 min,"Dramas, International Movies, Sports Movies"
TV Show,,"Diego Capusotto, Ivana Acosta",,2015,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Comedies"
Movie,Ignacio López Escrivá,,,2017,TV-14,88 min,"Documentaries, International Movies"
TV Show,Alessandro Angulo,,Colombia,2012,TV-14,1 Season,"Crime TV Shows, Docuseries, International TV Shows"
Movie,Sarah Moshman,,"United States, Australia, Samoa, United Kingdom",2017,TV-14,92 min,"Documentaries, Sports Movies"
TV Show,,"Anna Silk, Kris Holden-Ried, Ksenia Solo, Richard Howland, Zoie Palmer, K.C. Collins",Canada,2015,TV-14,5 Seasons,"TV Dramas, TV Horror, TV Mysteries"
TV Show,,"Lego Lee, Allison Lin, Duncan Chow, Nita Lei, Hank Wu, Calvin Lee, Fu Lei",Taiwan,2015,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
Movie,Charneice Fox,"Brave Williams, Tobias Truvillion, Kym Whitley, LisaRaye McCoy, Charles Malik Whitfield, W. Ellington Felton, Christopher Williams, Angus Whinfield, Jamie Moreen, Raheem Devaughn",United States,2019,TV-MA,98 min,"Comedies, Romantic Movies"
Movie,Pang Ho-cheung,"Miriam Chin Wah Yeung, Shawn Yue, Singh Hartihan Bitto, Yat Ning Chan, Tat-Ming Cheung, Matt Chow, Chui Tien-you, Queenie Chu, Charmaine Fong, Vincent Kok",Hong Kong,2010,TV-MA,103 min,"Comedies, Dramas, International Movies"
Movie,Saandeep Patel,"Malhar Thakar, Pratik Gandhi, Aarohi Patel, Maulik Jagdish Nayak, Diana Raval, Roopa Divatia, Aarti Patel",India,2017,TV-14,163 min,"Comedies, International Movies, Romantic Movies"
Movie,Stephen Chow,"Stephen Chow, Christy Chung, Ng Man-Tat",Hong Kong,1994,TV-14,93 min,"Action & Adventure, Comedies, International Movies"
TV Show,,"Keun-suk Jang, Yoon-ah Im, Shi-hoo Kim, Eun-seo Son, In-guk Seo, Bo-ra Hwang, Jin-young Jung, Mi-sook Lee",South Korea,2012,TV-PG,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows"
TV Show,,Udom Taephanit,,2016,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas"
Movie,Steven Fine,"Dakota Loesch, Amy Tsang, John Kapelos, Cruz Kim, Victor J. Ho, Clint Jung, Daniel Phai, Cindy Chu, Brian Kurtis, Pete Herron",United States,2018,TV-MA,77 min,"Dramas, Thrillers"
Movie,Ahmad Samir Farag,"Menna Shalaby, Sherif Salama, Yousra El Lozy, Mona Hala, Edward Fouad, Lotfy Labib, Ashraf Hamdy",Egypt,2011,TV-14,97 min,"Comedies, International Movies, Romantic Movies"
Movie,Sridhar Jetty,"Chelsea Islan, Hamish Daud, Miller Khan, Kemal Pahlevi, R.R. Melati Pinaring, Fico Fachriza, Reynold Hamzah, Rizka Dwi Septiana, Arkanda Saezario Wicaksono",Indonesia,2015,TV-14,115 min,"Comedies, International Movies, Romantic Movies"
TV Show,,"Alan Titchmarsh, David Domoney, Frances Tophill, Katie Rushworth",United Kingdom,2013,TV-G,1 Season,"British TV Shows, International TV Shows, Reality TV"
Movie,Christian Ditter,"Lily Collins, Sam Claflin, Christian Cooke, Jamie Beamish, Suki Waterhouse, Tamsin Egerton, Jaime Winstone, Lorcan Cranitch","Germany, United Kingdom",2014,R,103 min,"Comedies, International Movies, Romantic Movies"
Movie,Alma Har'el,,United States,2016,TV-MA,82 min,Documentaries
Movie,Katherine Brooks,"Erin Kelly, Diane Gaidry, Laura Breckenridge, Michelle Horn, Gustine Fudickar, Ilene Graff, Kevin McCarthy, Markus Flanagan",United States,2006,TV-MA,77 min,"Dramas, Independent Movies, LGBTQ Movies"
Movie,Johnnie To,"Lau Ching Wan, Carman Lee, Tsung-Hua To, Chung-wai Lee, Ruby Wong",Hong Kong,1995,TV-14,79 min,"Dramas, International Movies"
Movie,Ana Quiroga,Luciana Aymar,Argentina,2016,TV-PG,98 min,"Documentaries, International Movies, Sports Movies"
TV Show,,"Chris Wang, Tammy Chen, Fan Kuang-yao, Chen Bor Jeng, Lin Mei-hsiu, Ma Nien-hsien",China,2010,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
Movie,"Radhika Rao, Vinay Sapru","Salman Khan, Sneha Ullal, Mithun Chakraborty, Kader Khan, Navni Parihar, Ravi Baswani, Vikram Gokhale, Mumait Khan",India,2005,TV-14,131 min,"Dramas, International Movies, Romantic Movies"
Movie,Prabhuraj,"Javed Jaffrey, Vijay Raaz, Karan Aanand, Niki Walia, Meenakshi Dixit, Rishabh Chaddha, Rishina Kandhari, Kiearra Soni",India,2018,TV-14,110 min,"Horror Movies, International Movies, Thrillers"
Movie,Ticoy Rodriguez,"Carlos Alcántara, Pablo Granados, Felipe Izquierdo, Gaby Espino, Cristián de la Fuente, Marcela Guerty, Claudio Torres","Argentina, Chile, Peru",2015,TV-MA,100 min,"Comedies, International Movies, Sports Movies"
